0.75,0.25,0.375
0.0,0.2,0.4
0.5,0.166666666667,0.5
0.375,0.375,0.25
0.25,0.25,0.25
0.285714285714,0.0,0.428571428571
0.5,0.0,0.5
0.666666666667,0.333333333333,0.333333333333
0.5,0.333333333333,0.166666666667
0.375,0.25,0.25
0.428571428571,0.0,0.428571428571
0.333333333333,0.166666666667,0.833333333333
0.333333333333,0.333333333333,0.166666666667
0.5,0.25,0.75
0.0,0.0,0.333333333333
0.142857142857,0.142857142857,0.428571428571
0.428571428571,0.142857142857,0.571428571429
0.0,0.0,0.0
0.428571428571,0.142857142857,0.714285714286
0.5,0.0,0.5
0.2,0.4,0.0
0.0,0.0,0.25
0.666666666667,0.5,0.333333333333
0.571428571429,0.285714285714,0.714285714286
0.166666666667,0.333333333333,0.666666666667
0.166666666667,0.166666666667,0.166666666667
0.5,0.0,0.5
0.428571428571,0.285714285714,0.285714285714
0.142857142857,0.142857142857,0.142857142857
0.333333333333,0.166666666667,0.333333333333
0.0,0.2,0.4
0.285714285714,0.0,0.428571428571
0.285714285714,0.142857142857,0.142857142857
0.714285714286,0.142857142857,0.285714285714
0.571428571429,0.142857142857,0.428571428571
0.25,0.0,0.75
0.2,0.0,0.4
0.714285714286,0.142857142857,0.285714285714
0.333333333333,0.333333333333,0.666666666667
0.428571428571,0.571428571429,0.571428571429
0.571428571429,0.142857142857,0.428571428571
0.2,0.0,0.6
0.0,0.5,0.5
0.285714285714,0.142857142857,0.142857142857
0.285714285714,0.428571428571,0.142857142857
0.25,0.25,0.25
0.0,0.0,0.125
0.2,0.2,0.6
0.0,0.0,0.5
0.125,0.125,0.375
0.142857142857,0.428571428571,0.571428571429
0.4,0.2,0.4
0.25,0.25,0.75
0.25,0.25,0.5
